STATE,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,SOLIH,VETERANS,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
MI,16,E,H,F,3,4,N,L,F,A,S,2
other,30,E,H,F,3,4,N,L,D,C,C,3
other,51,U,H,F,2,4,N,L,F,D,R,3
CA,44,E,H,F,3,4,N,L,F,B,R,2
IN,28,U,H,M,2,0,N,L,G,A,C,2
NC,47,E,H,M,3,4,N,L,E,C,R,2
other,18,E,H,M,3,4,Y,L,G,C,S,2
other,29,U,U,F,0,4,N,L,F,B,C,2
FL,39,E,H,M,3,4,N,L,F,B,T,2
NC,44,E,H,F,2,4,N,L,G,B,R,2
WA,42,E,U,M,2,4,N,L,F,A,R,1
NC,24,E,H,F,3,4,N,L,F,B,C,1
other,36,E,U,F,3,4,Y,L,F,D,T,2
MI,21,E,H,M,2,4,Y,L,G,A,S,3
NC,51,U,U,F,0,4,N,L,D,C,R,3
TX,45,U,H,M,2,4,N,L,G,C,R,2
FL,35,U,U,M,0,4,N,L,F,B,T,1
other,39,E,H,M,3,4,N,L,G,B,T,2
other,7,E,H,M,3,4,N,L,E,B,U,2
CA,12,E,H,M,3,4,N,L,F,B,S,1
CA,10,U,U,M,0,4,N,L,F,A,U,4
CA,13,U,U,F,1,4,N,L,E,A,S,1
other,30,U,H,F,3,4,N,L,F,B,C,3
WA,5,E,H,F,3,4,N,L,G,A,U,2
other,12,I,U,F,0,4,N,L,G,B,S,1
FL,11,E,H,M,3,4,N,L,F,A,S,1
TX,27,E,U,F,3,4,N,L,E,C,C,2
IL,35,E,H,F,2,4,N,L,E,A,T,1
IL,49,E,U,M,2,4,N,L,G,B,R,2
other,16,E,H,M,2,12,N,L,F,B,S,2
TX,39,E,H,M,3,4,N,L,D,B,T,2
other,24,I,H,F,3,4,N,L,D,C,C,1
MI,40,E,H,F,3,4,N,L,F,A,T,2
IN,36,E,U,M,1,4,N,L,F,C,T,2
IL,1,E,H,F,2,4,N,L,F,A,U,1
WI,27,E,U,F,3,4,N,L,F,C,C,2
GA,25,E,H,F,3,4,N,L,G,A,C,2
MI,10,E,U,M,2,4,N,L,D,A,U,4
other,18,E,H,F,3,4,N,L,E,B,S,2
GA,41,E,H,M,1,4,N,L,E,C,T,3
TX,9,U,U,M,3,4,N,L,G,A,U,3
other,43,I,U,F,0,4,N,L,E,D,R,2
MI,24,E,H,M,3,4,N,L,F,A,C,1
WI,4,E,H,M,3,4,N,L,E,B,U,2
other,38,E,H,M,3,4,Y,L,E,B,T,2
FL,29,E,H,M,3,4,N,L,D,C,C,2
other,24,E,H,F,3,4,Y,L,F,C,C,1
FL,23,E,H,M,3,4,N,L,E,B,C,1
WI,15,E,H,M,2,12,Y,L,G,B,S,1
WA,20,E,H,F,3,4,Y,L,G,A,S,2
CA,20,E,U,F,2,4,N,L,E,B,S,2
MI,35,E,H,F,3,4,N,L,E,A,T,1
CA,3,E,H,F,3,4,N,L,E,A,U,1
IL,41,E,U,M,2,4,N,L,F,D,T,3
CA,43,E,U,M,3,4,N,L,E,C,R,2
other,16,E,H,M,3,4,N,L,E,B,S,2
CA,8,U,U,F,0,4,N,L,D,A,U,3
NC,40,E,H,F,2,4,N,L,F,B,T,2
IL,9,E,U,F,1,4,N,L,F,A,U,3
other,26,E,H,F,3,4,N,L,F,B,C,2
GA,11,E,H,F,3,4,Y,L,E,A,S,1
other,36,I,U,F,2,4,N,L,F,D,T,2
other,27,E,H,F,3,4,N,L,G,B,C,2
CA,3,E,H,M,3,4,N,L,F,A,U,1
CA,2,E,U,M,2,4,N,L,E,A,U,1
FL,4,E,H,F,3,4,N,L,G,A,U,2
MI,42,E,U,M,2,4,N,L,F,A,R,1
other,11,E,H,F,3,4,N,L,F,A,S,1
other,47,U,U,M,2,4,N,L,G,D,R,2
MI,49,E,U,F,3,4,N,L,F,C,R,2
TX,36,U,U,M,2,4,N,L,F,B,T,2
FL,27,E,H,M,3,4,N,L,F,B,C,2
IL,16,U,U,F,2,4,N,L,F,B,S,2
TX,23,E,U,M,2,4,N,L,F,C,C,1
IN,28,E,H,F,3,4,N,L,G,C,C,2
CA,44,E,H,M,3,4,N,L,F,A,R,2
TX,46,U,U,F,0,4,N,L,F,D,R,2
TX,45,E,H,M,2,4,N,L,F,D,R,2
other,13,I,U,F,0,4,N,L,F,A,S,1
CA,34,E,H,F,3,4,N,L,G,A,T,1
MO,11,E,H,M,3,4,N,L,F,A,S,1
CA,29,U,U,F,0,12,N,L,G,A,C,2
other,45,E,U,F,2,4,N,L,F,D,R,2
FL,29,E,H,F,3,4,N,L,D,B,C,2
IL,13,E,U,M,2,4,N,L,F,A,S,1
other,44,E,U,F,3,4,N,L,F,B,R,2
MI,21,E,H,F,2,12,N,L,G,A,S,3
other,34,E,H,M,3,4,N,L,F,C,T,1
other,35,E,U,F,1,4,N,L,G,C,T,1
TX,53,E,U,F,2,4,N,L,F,D,R,3
CA,24,E,H,M,2,12,N,L,G,A,C,1
other,41,E,H,F,3,4,Y,L,G,B,T,3
CA,12,E,U,M,2,4,N,L,F,A,S,1
other,50,E,U,M,2,4,N,L,F,D,R,3
other,11,I,U,M,0,4,N,L,F,B,S,1
IN,30,E,H,M,3,4,N,L,E,C,C,3
MI,40,E,H,F,2,4,N,L,D,A,T,2
MO,51,E,U,F,2,4,N,L,F,D,R,3
CA,14,I,U,F,0,4,N,L,E,A,S,1
MI,39,U,U,F,0,4,N,L,E,A,T,2
CA,22,U,U,F,0,12,N,L,E,B,C,1
CA,12,I,H,F,3,4,N,L,F,A,S,1
CA,17,E,H,F,2,4,N,L,F,B,S,2
GA,48,E,H,M,2,4,N,L,F,D,R,2
TX,10,U,H,M,1,4,N,L,F,B,U,4
other,40,U,U,M,1,4,N,L,E,D,T,2
other,53,U,U,other,2,4,N,L,E,D,R,3
MI,27,E,H,M,2,4,N,L,F,A,C,2
other,40,E,H,M,3,4,N,L,D,B,T,2
other,20,E,H,M,3,4,N,L,E,B,S,2
other,4,E,U,M,1,4,N,L,F,B,U,2
other,18,E,H,F,2,4,N,L,F,B,S,2
other,39,U,U,F,3,4,N,L,F,B,T,2
other,5,E,H,F,3,4,N,L,F,B,U,2
WA,27,E,U,M,2,4,N,L,F,B,C,2
TX,39,E,U,M,2,4,N,L,E,C,T,2
FL,19,E,H,F,3,4,N,L,F,A,S,2
TX,30,E,H,F,3,4,N,L,F,C,C,3
FL,29,E,H,M,3,4,N,L,F,B,C,2
NC,34,U,U,M,0,4,N,L,F,C,T,1
WI,20,E,U,F,3,12,N,L,E,B,S,2
other,44,U,H,M,2,4,N,L,F,B,R,2
other,35,E,H,F,3,4,Y,L,F,B,T,1
CA,7,E,U,F,3,4,N,L,F,A,U,2
CA,13,E,H,F,3,12,N,L,E,A,S,1
CA,22,U,H,other,3,4,N,L,E,B,C,1
other,41,E,H,M,3,4,N,L,G,D,T,3
CA,15,U,U,F,0,4,N,L,G,A,S,1
other,18,U,U,F,0,4,N,L,F,B,S,2
CA,13,E,H,F,3,4,N,L,F,A,S,1
NC,45,E,H,M,3,4,N,L,E,D,R,2
CA,7,U,U,F,0,4,N,L,F,A,U,2
NC,40,E,H,M,2,4,N,L,G,C,T,2
MI,18,E,H,F,2,4,N,L,F,A,S,2
CA,40,E,U,F,1,12,N,L,E,B,T,2
CA,38,E,H,F,3,4,N,L,G,C,T,2
FL,20,I,U,F,0,4,N,L,F,B,S,2
CA,11,E,H,M,2,4,N,L,E,A,S,1
MI,25,U,U,F,0,12,N,L,D,C,C,2
NC,42,E,H,F,2,4,N,L,E,B,R,1
other,32,E,H,M,3,4,N,L,F,B,C,3
CA,38,I,U,F,0,4,Y,L,G,B,T,2
TX,14,I,U,M,0,4,N,L,G,C,S,1
MI,20,U,U,M,0,12,N,L,E,B,S,2
MI,18,E,H,F,1,4,N,L,F,C,S,2
CA,37,E,H,M,1,4,N,L,E,A,T,2
MO,40,U,U,M,3,4,N,L,F,B,R,2
GA,47,U,U,F,0,4,N,L,D,D,R,2
FL,33,E,H,F,3,4,N,L,D,B,C,3
other,14,U,H,F,2,12,N,L,G,B,S,1
IL,28,E,H,F,3,4,N,L,D,C,C,2
CA,24,U,U,F,0,4,N,L,G,A,C,1
FL,27,U,U,F,2,4,N,L,F,C,C,2
other,40,U,U,M,0,4,N,L,F,B,R,2
NC,50,U,U,F,2,4,Y,L,D,D,R,3
WA,18,E,H,M,2,4,N,L,F,A,S,2
TX,3,E,H,M,2,4,N,L,F,A,U,1
other,40,E,H,F,2,4,N,L,G,C,R,2
TX,36,U,U,F,0,4,N,L,F,D,T,2
TX,23,U,H,M,3,12,N,L,G,B,C,1
other,12,E,U,F,2,4,N,L,F,B,S,1
IL,16,I,U,M,0,4,N,L,F,B,S,2
other,46,E,H,F,3,4,N,L,E,B,R,2
CA,19,E,H,F,3,4,N,L,G,A,S,2
NC,43,E,H,M,3,4,N,L,F,C,R,2
TX,17,U,U,F,0,4,N,L,F,A,S,2
other,29,E,U,F,3,4,N,L,E,A,C,2
other,39,E,H,M,3,4,N,L,G,D,T,2
CA,8,E,H,M,3,4,Y,L,E,B,U,3
other,49,U,U,F,0,4,N,L,F,C,R,2
CA,18,E,H,M,3,4,N,L,F,A,S,2
GA,12,E,H,M,3,4,Y,L,F,B,S,1
CA,19,I,U,M,0,4,N,L,E,A,S,2
WA,31,U,U,F,0,4,N,L,F,B,C,3
TX,36,E,H,other,3,4,N,L,F,A,T,2
NC,2,E,H,F,2,4,Y,L,D,B,U,1
CA,13,E,H,F,2,4,N,L,F,A,S,1
other,17,E,H,M,2,4,N,L,F,A,S,2
MO,51,E,U,M,2,4,N,L,F,D,R,3
TX,40,U,U,M,0,4,N,L,E,B,T,2
other,45,E,U,F,3,4,N,L,F,D,R,2
NC,40,U,U,F,0,4,Y,L,G,C,R,2
CA,15,E,H,M,1,4,N,L,F,A,S,1
other,40,E,H,F,2,4,Y,L,F,C,T,2
NC,36,U,U,F,3,12,N,L,F,D,T,2
CA,2,E,H,M,1,4,N,L,F,B,U,1
CA,4,E,U,F,3,4,N,L,F,A,U,2
CA,18,E,U,F,3,4,N,L,G,A,S,2
WI,8,E,H,F,2,4,N,L,F,B,U,3
IL,24,E,H,M,3,4,N,L,F,A,C,1
FL,36,E,H,F,3,4,N,L,F,B,T,2
CA,13,E,H,M,3,4,N,L,G,A,S,1
CA,15,E,H,F,2,4,N,L,G,A,S,1
other,39,E,H,F,2,4,N,L,F,B,T,2
WI,45,E,U,F,3,4,N,L,F,D,R,2
FL,35,E,H,M,3,4,Y,L,E,B,T,1
IN,12,U,U,M,0,4,N,L,E,B,S,1
other,36,E,H,F,3,4,N,L,F,D,T,2
MI,49,E,U,F,3,4,N,L,F,A,R,2
IL,1,E,H,M,2,4,N,L,G,A,U,1
IL,30,U,U,F,1,4,N,L,F,C,C,3
MO,24,E,H,F,3,4,N,L,E,A,C,1
NC,27,U,U,F,0,4,N,L,E,B,C,2
MO,39,E,H,F,3,4,N,L,F,D,T,2
other,24,E,U,M,3,4,N,L,D,B,C,1
other,39,E,H,F,3,4,N,L,G,B,T,2
IL,17,E,H,F,3,4,N,L,G,A,S,2
other,18,E,H,F,1,4,Y,L,D,B,S,2
CA,13,E,H,M,2,4,N,L,F,A,S,1
WA,27,E,H,M,3,4,Y,L,F,A,C,2
CA,11,I,U,F,0,4,N,L,E,A,S,1
other,35,E,H,F,1,4,Y,L,F,D,T,1
CA,24,E,H,F,2,4,N,L,F,A,C,1
FL,12,U,H,F,2,4,Y,L,F,B,S,1
TX,1,U,U,M,0,4,N,L,F,A,U,1
CA,8,E,H,F,3,4,N,L,F,A,U,3
FL,17,U,U,F,0,4,N,L,F,A,S,2
FL,31,E,U,F,2,4,N,L,G,B,C,3
FL,24,E,H,M,2,4,N,L,F,B,C,1
IL,5,I,H,F,2,4,N,L,F,A,U,2
other,23,E,H,F,2,4,N,L,E,B,C,1
CA,7,I,U,F,0,4,N,L,G,A,U,2
other,40,E,H,M,1,4,N,L,F,C,T,2
CA,35,U,U,F,0,4,N,L,F,B,T,1
CA,2,I,U,F,0,4,N,L,F,A,U,1
CA,34,E,H,F,2,4,N,L,F,A,T,1
CA,7,E,H,F,3,4,Y,L,F,A,U,2
CA,24,U,U,M,0,4,N,L,G,A,C,1
CA,24,E,H,F,3,12,Y,L,D,A,C,1
FL,33,E,H,F,3,4,N,L,F,B,C,3
other,40,U,U,other,2,4,N,L,F,B,T,2
CA,34,E,H,M,3,4,N,L,F,A,T,1
TX,12,E,H,M,3,4,N,L,F,A,S,1
other,49,U,U,F,0,4,N,L,G,B,R,2
CA,4,U,U,F,0,4,N,L,F,A,U,2
WA,49,U,H,F,2,4,N,L,F,D,R,2
IL,44,E,H,M,3,4,Y,L,E,B,R,2
other,35,E,H,F,3,4,N,L,F,C,T,1
FL,16,U,U,F,0,4,N,L,E,B,S,2
other,8,E,H,F,3,4,N,L,F,A,U,3
CA,2,E,H,M,3,4,N,L,F,A,U,1
other,36,E,H,M,3,4,Y,L,G,D,T,2
TX,24,U,U,F,0,4,N,L,F,C,C,1
other,25,E,U,M,3,4,N,L,G,C,C,2
other,36,U,U,F,0,4,N,L,G,C,T,2
MI,31,I,U,F,0,4,Y,L,E,C,C,3
MO,40,E,U,F,2,4,N,L,D,A,R,2
GA,44,E,H,F,3,4,N,L,F,B,R,2
other,51,E,H,M,3,4,N,L,F,D,R,3
CA,27,E,H,M,3,12,Y,L,D,B,C,2
other,24,E,H,F,3,4,Y,L,F,B,C,1
NC,38,I,U,F,0,4,N,L,E,C,T,2
other,38,U,U,F,3,4,N,L,E,D,T,2
FL,12,E,H,F,3,4,N,L,D,B,S,1
FL,31,E,H,M,2,12,N,L,E,A,C,3
WA,18,E,H,M,2,4,N,L,F,A,S,2
IN,43,U,U,F,3,4,N,L,F,D,R,2
TX,11,E,H,M,3,4,N,L,G,B,S,1
other,43,E,U,F,3,4,N,L,E,D,R,2
IN,49,U,U,F,0,4,N,L,F,C,R,2
TX,8,E,H,M,3,4,N,L,F,B,U,3
FL,36,U,U,M,1,4,N,L,F,B,T,2
TX,14,E,H,M,3,4,N,L,F,B,S,1
other,35,I,H,M,3,4,N,L,F,C,T,1
other,18,U,U,M,2,4,N,L,D,A,S,2
WA,39,E,U,F,2,4,Y,L,E,B,T,2
IL,12,E,H,M,3,4,Y,L,F,A,S,1
other,10,U,U,F,0,4,N,L,F,A,U,4
other,18,E,H,F,3,4,N,L,F,A,S,2
other,35,U,U,F,0,4,N,L,D,B,T,1
CA,35,E,H,M,3,4,N,L,G,A,T,1
MI,39,E,H,M,3,4,N,L,E,A,T,2
CA,32,U,U,F,0,4,N,L,G,A,C,3
IL,16,E,U,F,2,4,N,L,G,A,S,2
other,13,U,U,F,0,4,N,L,F,B,S,1
WA,31,U,U,F,0,4,N,L,F,C,C,3
FL,27,U,U,F,2,4,N,L,G,B,C,2
CA,13,I,H,F,1,4,N,L,E,A,S,1
IN,44,U,U,F,0,4,N,L,D,C,R,2
GA,24,E,H,M,3,4,N,L,F,A,C,1
IL,51,U,U,F,0,12,N,L,G,D,R,3
other,36,E,H,M,3,4,Y,L,D,B,T,2
IL,51,U,U,F,3,4,N,L,G,D,R,3
other,39,E,U,F,2,4,N,L,F,D,T,2
CA,24,E,H,F,3,4,N,L,G,A,C,1
WI,40,I,U,F,0,4,N,L,F,B,T,2
WA,20,U,U,M,3,4,Y,L,F,A,S,2
GA,50,I,U,F,0,4,N,L,E,D,R,3
TX,37,E,H,M,3,4,N,L,E,B,T,2
CA,37,E,H,F,3,4,N,L,F,A,T,2
GA,35,I,U,F,1,4,N,L,F,A,T,1
other,41,U,U,F,2,4,N,L,G,C,T,3
other,50,I,U,F,0,4,N,L,D,D,R,3
CA,2,E,H,M,3,4,N,L,G,A,U,1
CA,6,U,U,F,0,4,N,L,E,A,U,2
MO,18,E,H,F,2,4,N,L,G,B,S,2
TX,21,E,H,F,3,4,N,L,E,A,S,3
FL,13,E,H,F,3,4,N,L,G,B,S,1
NC,51,E,U,M,2,12,N,L,F,B,R,3
other,40,U,U,M,0,12,N,L,F,B,R,2
other,41,U,U,other,3,4,N,L,E,B,T,3
MI,43,E,H,F,3,4,Y,L,E,C,R,2
other,8,U,U,other,2,4,N,L,F,B,U,3
other,21,U,U,F,0,4,N,L,G,A,S,3
other,25,U,U,F,0,4,N,L,G,D,C,2
MI,41,E,U,F,3,4,N,L,E,A,T,3
other,12,U,U,F,0,4,N,L,F,B,S,1
other,24,E,H,M,3,12,Y,L,G,C,C,1
other,36,E,U,F,3,4,N,L,E,D,T,2
IN,44,I,U,M,0,4,N,L,E,A,R,2
CA,46,E,U,F,1,4,N,L,E,C,R,2
other,35,U,H,F,3,4,N,L,G,A,T,1
other,18,E,H,M,3,4,Y,L,G,B,S,2
NC,46,E,H,M,2,4,N,L,G,B,R,2
other,53,U,U,M,3,4,N,L,G,D,R,3
CA,22,I,U,F,0,4,N,L,F,B,C,1
FL,23,U,U,M,0,4,N,L,E,A,C,1
other,40,U,U,M,2,12,N,L,F,D,R,2
other,36,E,H,F,2,4,N,L,G,C,T,2
IL,20,U,U,M,0,4,N,L,E,A,S,2
WA,27,U,U,F,0,4,N,L,G,B,C,2
other,28,E,H,F,1,4,N,L,F,B,C,2
FL,50,U,U,F,1,4,N,L,D,D,R,3
IL,17,E,H,M,2,4,N,L,F,A,S,2
MI,26,E,H,F,3,4,N,L,G,C,C,2
other,46,E,U,F,2,4,N,L,F,D,R,2
CA,1,U,U,F,0,4,N,L,G,A,U,1
GA,47,U,U,F,3,4,N,L,E,D,R,2
MI,40,E,H,F,3,12,N,L,E,A,R,2
other,42,U,H,M,2,4,N,L,E,D,R,1
FL,12,E,H,F,1,4,N,L,F,B,S,1
other,40,U,U,F,0,4,N,L,F,B,T,2
WA,25,E,U,F,3,4,N,L,G,A,C,2
CA,23,I,H,F,1,4,Y,L,E,A,C,1
MI,31,E,H,F,3,4,N,L,G,B,C,3
CA,19,E,H,other,3,4,N,L,F,A,S,2
TX,40,E,H,F,2,12,N,L,F,A,T,2
GA,35,E,H,F,3,12,N,L,E,B,T,1
other,28,E,H,F,2,4,N,L,F,D,C,2
MO,49,E,U,F,2,4,N,L,F,A,R,2
NC,40,E,H,M,3,4,N,L,F,B,T,2
other,16,E,H,F,3,4,N,L,F,B,S,2
other,34,U,H,M,3,12,N,L,F,C,T,1
CA,5,E,U,F,2,4,N,L,F,A,U,2
CA,7,U,U,F,2,4,N,L,F,A,U,2
NC,42,E,U,F,2,4,N,L,E,C,R,1
other,51,E,H,M,2,4,N,L,F,D,R,3
IL,1,U,H,M,3,4,N,L,G,A,U,1
FL,30,E,H,M,3,4,N,L,F,B,C,3
NC,24,E,H,M,3,4,N,L,E,B,C,1
GA,40,E,H,M,3,12,N,L,G,A,R,2
other,36,E,H,M,3,4,N,L,F,C,T,2
MI,45,E,H,M,2,4,N,L,E,D,R,2
FL,27,E,H,M,3,4,N,L,G,B,C,2
other,44,E,H,F,2,4,N,L,G,D,R,2
MI,22,E,H,M,3,12,N,L,F,B,C,1
other,36,I,U,F,2,4,N,L,E,C,T,2
other,40,E,H,M,3,4,N,L,F,B,R,2
other,40,U,U,M,0,4,N,L,E,C,T,2
other,13,E,H,M,3,4,N,L,G,B,S,1
WA,20,E,H,F,3,4,N,L,E,A,S,2
FL,8,U,U,F,0,4,N,L,D,A,U,3
other,27,E,U,F,1,4,N,L,F,C,C,2
FL,23,U,U,F,0,4,N,L,F,B,C,1
FL,50,E,H,F,2,4,Y,L,E,D,R,3
CA,13,U,H,F,2,4,Y,L,G,B,S,1
IL,27,U,U,F,2,4,N,L,F,C,C,2
IL,35,I,H,M,2,4,N,L,G,B,T,1
CA,9,U,U,F,0,4,N,L,F,A,U,3
TX,2,U,U,F,0,4,N,L,E,A,U,1
WA,21,U,U,M,0,4,N,L,G,A,S,3
CA,14,E,H,M,1,12,N,L,G,A,S,1
TX,51,U,U,M,2,4,N,L,F,D,R,3
MI,8,E,H,F,3,4,N,L,G,A,U,3
CA,15,U,U,M,0,4,N,L,F,A,S,1
FL,12,E,H,M,3,4,N,L,E,B,S,1
other,26,E,H,M,3,12,N,L,E,B,C,2
WI,42,E,U,F,2,12,N,L,D,A,R,1
other,38,E,H,F,3,4,N,L,E,D,T,2
other,14,E,H,F,3,4,N,L,F,B,S,1
other,51,U,U,M,3,4,N,L,F,C,R,3
CA,27,E,H,M,2,4,N,L,G,A,C,2
other,8,U,U,other,2,4,N,L,F,B,U,3
other,40,E,H,M,3,4,N,L,E,B,T,2
other,19,U,U,F,2,4,N,L,F,B,S,2
other,40,E,H,F,3,4,N,L,F,D,T,2
CA,29,E,U,M,1,4,N,L,F,A,C,2
other,43,U,U,F,0,4,Y,L,E,C,R,2
CA,19,I,H,F,3,4,N,L,G,A,S,2
CA,1,U,U,F,0,4,N,L,D,A,U,1
other,1,U,U,M,1,4,N,L,E,B,U,1
WA,21,E,H,F,3,4,N,L,D,B,S,3
FL,36,E,H,M,3,4,N,L,E,C,T,2
TX,53,E,H,F,2,4,Y,L,E,D,R,3
IL,2,E,U,M,3,4,Y,L,F,A,U,1
IL,8,E,H,F,3,4,N,L,E,A,U,3
IL,20,E,H,M,3,4,N,L,F,B,S,2
other,40,U,U,M,0,4,N,L,E,A,T,2
TX,12,E,H,F,2,4,N,L,F,B,S,1
WA,42,E,U,F,2,4,N,L,G,C,R,1
MI,8,E,H,M,3,4,N,L,F,A,U,3
other,43,E,H,F,2,4,N,L,F,D,R,2
TX,12,E,H,M,3,4,N,L,G,A,S,1
other,39,I,H,F,1,4,N,L,G,B,T,2
TX,45,U,U,M,2,4,N,L,E,D,R,2
other,22,E,U,F,3,4,N,L,D,B,C,1
other,18,U,U,F,3,4,N,L,E,C,S,2
NC,46,E,H,M,2,12,N,L,E,C,R,2
IN,53,U,H,other,3,4,N,L,F,D,R,3
CA,40,E,H,F,3,4,N,L,E,A,R,2
CA,44,U,H,M,3,1,Y,L,E,B,R,2
other,14,E,H,M,3,4,N,L,F,B,S,1
NC,12,U,U,F,0,4,N,L,E,B,S,1
other,37,E,U,M,1,4,N,L,E,D,T,2
TX,53,E,U,F,3,4,N,L,F,D,R,3
other,45,E,H,F,2,4,N,L,D,B,R,2
CA,12,E,H,F,3,4,Y,L,G,A,S,1
other,39,E,H,F,3,4,N,L,F,B,T,2
CA,29,U,H,other,2,4,Y,L,E,B,C,2
CA,14,E,H,F,2,4,N,L,G,B,S,1
NC,46,E,H,M,2,4,N,L,G,D,R,2
CA,14,E,H,M,3,4,N,L,F,A,S,1
FL,26,E,H,F,3,4,Y,L,E,B,C,2
WA,11,E,U,F,3,4,N,L,F,A,S,1
CA,27,U,H,M,1,4,Y,L,G,C,C,2
CA,1,E,U,F,2,12,N,L,F,A,U,1
other,16,E,H,F,3,4,N,L,F,B,S,2
other,50,E,U,M,2,4,N,L,G,D,R,3
MI,30,E,H,M,2,4,N,L,E,B,C,3
other,42,E,H,M,3,4,N,L,D,C,R,1
FL,28,U,H,other,2,4,N,L,G,B,C,2
IN,16,E,H,M,3,12,N,L,E,B,S,2
other,18,E,U,M,1,4,N,L,F,B,S,2
NC,26,E,H,M,3,4,N,L,D,B,C,2
TX,45,E,U,F,2,4,N,L,E,D,R,2
IN,43,E,H,M,3,4,N,L,E,B,R,2
NC,36,U,H,M,2,4,Y,L,G,B,T,2
other,53,E,H,M,3,4,Y,L,F,D,R,3
other,45,U,U,F,2,4,N,L,G,D,R,2
other,53,E,H,F,3,4,N,L,F,D,R,3
WI,49,E,H,F,3,4,N,L,G,C,R,2
other,36,E,U,F,3,4,N,L,F,B,T,2
CA,49,U,H,F,2,4,N,L,G,A,R,2
FL,22,I,U,F,0,12,N,L,G,B,C,1
CA,46,E,H,F,3,4,Y,L,F,D,R,2
other,43,I,U,F,0,4,N,L,F,D,R,2
other,41,E,H,M,3,12,Y,L,E,D,T,3
TX,53,E,U,M,3,4,N,L,G,D,R,3
FL,45,E,H,M,2,4,N,L,E,C,R,2
CA,3,E,U,M,2,4,N,L,F,A,U,1
MI,45,E,H,F,3,4,Y,L,F,D,R,2
FL,24,E,H,M,2,4,N,L,F,B,C,1
other,36,U,U,F,1,4,N,L,D,D,T,2
NC,35,E,H,F,3,4,N,L,F,B,T,1
CA,41,E,U,M,2,4,N,L,F,D,T,3
other,15,E,H,M,3,12,N,L,F,B,S,1
other,36,E,H,M,3,4,N,L,F,D,T,2
other,11,E,H,other,1,4,N,L,F,B,S,1
other,11,I,H,other,2,4,N,L,E,B,S,1
other,50,E,H,M,2,0,N,L,E,D,R,3
other,41,U,H,M,3,4,N,L,F,C,T,3
IL,12,E,H,F,2,4,N,L,E,A,S,1
other,36,I,U,F,1,4,N,L,F,D,T,2
other,36,U,U,F,0,4,N,L,E,D,T,2
TX,36,E,H,F,3,4,Y,L,F,D,T,2
MI,17,U,H,F,2,4,N,L,F,A,S,2
IL,45,E,U,M,2,4,N,L,F,D,R,2
FL,27,E,H,F,3,4,N,L,G,B,C,2
other,18,E,H,M,3,4,N,L,F,B,S,2
other,40,U,U,M,1,4,N,L,F,D,T,2
FL,27,U,U,F,1,4,N,L,E,B,C,2
TX,24,E,U,F,3,4,N,L,F,C,C,1
FL,24,E,H,F,3,4,N,L,E,B,C,1
TX,46,U,U,other,2,4,N,L,E,C,R,2
other,17,E,H,F,3,12,N,L,G,B,S,2
WA,16,U,U,F,0,4,N,L,F,B,S,2
other,23,U,U,F,0,4,N,L,F,C,C,1
MI,49,U,U,F,2,4,N,L,F,C,R,2
NC,40,U,U,F,0,4,N,L,E,C,T,2
FL,23,I,U,F,0,4,N,L,E,C,C,1
other,45,E,U,F,3,4,N,L,F,D,R,2
TX,38,E,U,F,2,4,N,L,F,D,T,2
other,27,U,U,M,1,4,N,L,G,B,C,2
other,34,I,U,F,0,4,Y,L,F,D,T,1
IN,44,E,H,M,3,4,Y,L,E,A,R,2
MI,48,E,U,F,3,4,N,L,G,D,R,2
IL,32,U,H,M,2,4,N,L,F,A,C,3
other,40,U,U,M,0,4,N,L,F,D,R,2
other,5,U,U,F,1,4,N,L,D,C,U,2
TX,36,U,U,M,0,4,N,L,D,B,T,2
TX,40,E,H,F,3,4,Y,L,F,C,T,2
other,30,U,U,F,1,4,N,L,F,A,C,3
other,35,E,H,F,3,4,N,L,D,B,T,1
IL,44,U,U,F,0,4,N,L,F,C,R,2
CA,6,E,H,F,3,4,N,L,F,A,U,2
TX,5,U,U,F,0,4,N,L,F,A,U,2
FL,35,E,H,M,3,4,N,L,G,B,T,1
IL,24,E,H,F,2,4,N,L,F,A,C,1
other,44,U,U,M,0,4,N,L,F,D,R,2
FL,17,U,U,F,0,4,N,L,G,A,S,2
other,51,U,U,M,3,4,N,L,E,B,R,3
other,35,U,U,F,0,4,N,L,G,C,T,1
CA,19,U,H,M,3,4,N,L,E,A,S,2
CA,3,I,H,F,3,4,N,L,E,A,U,1
MI,5,E,U,F,2,4,N,L,F,A,U,2
CA,6,I,H,F,3,4,N,L,F,A,U,2
other,45,E,H,M,2,12,N,L,F,D,R,2
FL,35,E,H,F,3,4,N,L,E,B,T,1
other,20,E,U,M,2,4,Y,L,F,B,S,2
other,28,U,U,M,0,12,N,L,G,C,C,2
GA,24,I,H,M,3,4,N,L,G,A,C,1
TX,11,E,H,M,3,4,N,L,G,B,S,1
NC,24,E,H,M,3,4,N,L,F,C,C,1
other,15,U,U,F,0,4,N,L,F,A,S,1
WA,11,U,U,M,3,4,N,L,F,A,S,1
NC,40,E,H,F,2,4,N,L,E,D,T,2
WA,27,U,U,M,0,4,N,L,D,C,C,2
WA,27,U,U,F,0,4,N,L,E,A,C,2
TX,27,U,U,F,0,4,N,L,F,A,C,2
